"Chr","identity_NCBI","tx","gene","pr","identity_Zijun","identity"
"NC_050467.1","lncRNA","XR_001139182.3","LOC105837845",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004965474.1","LOC118648887",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004964641.1","LOC118647335",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963448.1","LOC118645826",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004965123.1","LOC118647980",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_001138411.3","LOC105828400",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962432.1","LOC118644685",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962428.1","LOC114255087",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962648.1","LOC114253888",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004965475.1","LOC118648889",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004964745.1","LOC118647540",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003626853.1","LOC114255626",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004964746.1","LOC118647543",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003626084.2","LOC105829997",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003626082.2","LOC105829997",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962139.1","LOC118644337",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962131.1","LOC114254060",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962132.1","LOC114254060",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962129.1","LOC114254060",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962156.1","LOC118644341",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004964205.1","LOC118646758",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004964198.1","LOC118646748",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003626870.2","LOC114255675",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003626869.2","LOC114255674",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004964226.1","LOC114255674",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962061.1","LOC118644247",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962065.1","LOC114254174",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962066.1","LOC118644252",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962763.1","LOC105840677",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_001139404.3","LOC105840677",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962767.1","LOC118645007",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963570.1","LOC118645940",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003625544.2","LOC114254179",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962291.1","LOC118644518",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962292.1","LOC118644518",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962293.1","LOC118644519",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962290.1","LOC118644516",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004965437.1","LOC118648769",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003625275.2","LOC114253799",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963880.1","LOC118646323",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963688.1","LOC118646066",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004964799.1","LOC118647608",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963009.1","LOC118645234",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963008.1","LOC118645233",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963012.1","LOC118645238",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003626042.2","LOC114254716",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962100.1","LOC118644287",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962096.1","LOC118644281",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962098.1","LOC118644281",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962091.1","LOC118644281",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963454.1","LOC118645828",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963938.1","LOC118646391",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003625952.2","LOC114254648",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963968.1","LOC114254646",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003625950.2","LOC114254646",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_003625951.2","LOC114254647",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004964006.1","LOC118646425",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963928.1","LOC118646385",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004963921.1","LOC118646360",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962341.1","LOC118644577",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962339.1","LOC118644576",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962353.1","LOC105838073",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962355.1","LOC105838073",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962354.1","LOC105838073",NA,NA,"lncRNA"
"NC_050467.1","lncRNA","XR_004962356.1","LOC105838073",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962083.1","LOC118644267",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962082.1","LOC118644266",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962081.1","LOC118644265",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962084.1","LOC118644268",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626713.2","LOC114255447",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962230.1","LOC118644421",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962182.1","LOC105840585",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962184.1","LOC118644369",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962219.1","LOC118644408",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962217.1","LOC118644407",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962218.1","LOC118644407",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962216.1","LOC118644406",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962214.1","LOC118644402",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962209.1","LOC118644397",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962212.1","LOC118644400",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962211.1","LOC118644399",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962210.1","LOC118644398",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962213.1","LOC118644401",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962283.1","LOC118644507",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962284.1","LOC118644508",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962261.1","LOC118644484",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962248.1","LOC118644476",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962268.1","LOC118644492",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962269.1","LOC118644492",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625885.2","LOC114254530",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962402.1","LOC118644631",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962401.1","LOC118644631",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962157.1","LOC118644343",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962143.1","LOC118644339",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962337.1","LOC118644566",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962106.1","LOC118644301",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962107.1","LOC118644302",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625468.2","LOC114254054",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962247.1","LOC118644474",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962165.1","LOC118644347",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962166.1","LOC118644347",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962164.1","LOC118644347",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962163.1","LOC118644347",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962162.1","LOC118644347",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962160.1","LOC118644347",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962161.1","LOC118644347",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962167.1","LOC118644348",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962159.1","LOC118644346",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962170.1","LOC118644351",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962317.1","LOC118644549",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962316.1","LOC118644548",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625552.2","LOC114254183",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962092.1","LOC118644283",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962095.1","LOC118644284",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962093.1","LOC105840590",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962094.1","LOC105840590",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001138652.3","LOC105831419",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962288.1","LOC118644514",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962287.1","LOC118644513",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962286.1","LOC118644512",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962245.1","LOC118644470",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962122.1","LOC118644320",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962232.1","LOC118644423",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626729.2","LOC114255479",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626739.2","LOC114255486",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962255.1","LOC118644478",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962358.1","LOC118644587",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962296.1","LOC105837855",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962305.1","LOC118644529",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001139263.2","LOC105838946",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001139262.3","LOC105838941",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962228.1","LOC118644416",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962227.1","LOC118644415",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962229.1","LOC118644417",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962074.1","LOC118644254",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962394.1","LOC118644615",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962220.1","LOC118644409",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001139060.3","LOC105836398",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962104.1","LOC118644297",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962103.1","LOC118644296",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962101.1","LOC118644296",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962102.1","LOC118644296",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962123.1","LOC118644329",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962303.1","LOC105838350",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625548.2","LOC114254180",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962330.1","LOC118644559",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962328.1","LOC118644557",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625763.1","LOC114254403",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962329.1","LOC118644558",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962169.1","LOC118644350",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962387.1","LOC118644611",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001138759.2","LOC105832751",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962399.1","LOC118644628",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962398.1","LOC118644628",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626764.2","LOC114255507",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962351.1","LOC118644583",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001138703.2","LOC105832077",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962141.1","LOC105832077",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962224.1","LOC118644412",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962226.1","LOC118644413",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962225.1","LOC105830431",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962133.1","LOC118644335",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962235.1","LOC118644459",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626701.1","LOC114255445",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962105.1","LOC118644298",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626738.2","LOC114255484",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962294.1","LOC118644520",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962135.1","LOC118644338",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962307.1","LOC118644533",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962306.1","LOC118644532",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962281.1","LOC118644502",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962138.1","LOC114254517",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625559.2","LOC114254191",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626735.2","LOC114255482",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962190.1","LOC118644373",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962365.1","LOC118644596",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001138429.3","LOC105828629",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962233.1","LOC118644424",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962153.1","LOC118644342",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962289.1","LOC118644517",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962338.1","LOC118644567",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962314.1","LOC118644539",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625524.2","LOC114254163",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962378.1","LOC118644602",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962379.1","LOC118644603",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962359.1","LOC118644590",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962361.1","LOC118644592",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962360.1","LOC118644591",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962064.1","LOC118644251",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962121.1","LOC114255508",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962120.1","LOC114255508",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962119.1","LOC118644316",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962087.1","LOC118644273",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962088.1","LOC118644274",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626774.2","LOC114255515",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962400.1","LOC118644629",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962171.1","LOC118644352",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962315.1","LOC118644541",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962264.1","LOC118644488",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962267.1","LOC118644489",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962297.1","LOC118644524",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962302.1","LOC118644525",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962189.1","LOC114255532",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962311.1","LOC118644537",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626303.2","LOC114254981",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962246.1","LOC118644473",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626728.2","LOC114255478",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962134.1","LOC118644336",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962179.1","LOC118644360",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962173.1","LOC118644355",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962175.1","LOC105832839",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962176.1","LOC118644357",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962177.1","LOC118644358",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962178.1","LOC118644359",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962174.1","LOC118644356",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626486.2","LOC114255192",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962085.1","LOC118644272",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962308.1","LOC118644534",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962278.1","LOC118644499",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962276.1","LOC118644499",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962277.1","LOC118644499",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962275.1","LOC118644499",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962274.1","LOC118644499",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962282.1","LOC118644503",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962198.1","LOC118644384",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001139260.3","LOC105838928",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962201.1","LOC118644387",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962362.1","LOC118644594",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962124.1","LOC118644330",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962185.1","LOC118644370",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962187.1","LOC118644372",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962186.1","LOC118644371",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962062.1","LOC105832852",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625503.1","LOC114254123",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962270.1","LOC118644494",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962271.1","LOC118644495",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626021.2","LOC114254699",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626769.2","LOC114255511",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962325.1","LOC118644555",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962321.1","LOC118644551",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962324.1","LOC118644554",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962322.1","LOC118644552",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962323.1","LOC118644553",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626798.2","LOC114255538",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962319.1","LOC114255538",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962320.1","LOC114255538",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962331.1","LOC118644561",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962332.1","LOC118644562",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962357.1","LOC118644586",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962333.1","LOC118644563",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962334.1","LOC118644563",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625485.2","LOC114254092",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962263.1","LOC118644487",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626800.1","LOC114255541",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962111.1","LOC118644306",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962112.1","LOC118644307",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962099.1","LOC118644286",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962313.1","LOC118644538",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962108.1","LOC118644303",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626922.2","LOC114255733",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962196.1","LOC118644378",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962195.1","LOC118644378",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962192.1","LOC118644376",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962193.1","LOC118644377",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962194.1","LOC118644377",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001138395.3","LOC105828231",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626775.2","LOC114255516",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962114.1","LOC118644309",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626785.2","LOC114255525",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962097.1","LOC118644285",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962364.1","LOC118644595",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_001139312.3","LOC105839616",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962349.1","LOC118644581",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626716.2","LOC114255450",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962380.1","LOC118644605",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626747.2","LOC105839722",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626754.2","LOC105829436",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626755.2","LOC105829436",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626753.2","LOC105829436",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962336.1","LOC118644565",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962335.1","LOC118644564",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626786.2","LOC105838195",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962272.1","LOC105838195",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626721.2","LOC114255467",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625921.2","LOC114254602",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003625922.2","LOC114254602",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962197.1","LOC114255475",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626726.2","LOC114255475",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962304.1","LOC118644527",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962377.1","LOC118644600",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962168.1","LOC118644349",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962391.1","LOC118644613",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962392.1","LOC118644614",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962252.1","LOC118644477",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626089.2","LOC114254769",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962346.1","LOC118644579",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962347.1","LOC118644580",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962381.1","LOC118644606",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962243.1","LOC118644468",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962242.1","LOC118644467",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962236.1","LOC118644463",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962244.1","LOC118644469",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962237.1","LOC118644464",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626760.2","LOC114255502",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962240.1","LOC118644465",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962239.1","LOC114255499",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_003626758.2","LOC114255499",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962238.1","LOC114255499",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962241.1","LOC118644466",NA,NA,"lncRNA"
"NC_050468.1","lncRNA","XR_004962383.1","LOC118644608",NA,NA,"lncRNA"
